trip_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,City,passenger_count,pickup_day,pickup_month,pickup_year,pickup_hour,pickup_minute,pickup_second,fare_amount
42092,-73.99496,40.745495,-73.98969,40.757126,New York,1,28,1,2010,23,25,24,4.9
42093,-73.96207,40.76042,-73.984215,40.75248,New York,1,19,5,2013,16,19,21,9.5
42094,-73.98783,40.701344,-73.98998,40.736977,New York,1,16,10,2014,7,58,0,12.0
42095,-73.98552,40.76903,-74.00998,40.721146,New York,6,17,9,2013,8,16,0,16.5
42096,-74.00879,40.70849,-74.01144,40.723396,New York,2,6,7,2011,19,44,7,6.5
42097,-73.98916,40.774372,-73.98911,40.744057,New York,1,2,2,2013,9,12,18,11.5
42098,-74.01112,40.715885,-74.004486,40.72451,New York,4,20,3,2013,9,15,0,8.0
42099,-73.96794,40.759377,-73.961174,40.77439,New York,1,5,6,2015,10,54,8,17.0
42100,-73.99875,40.74602,-73.99102,40.733418,New York,1,6,6,2014,8,45,14,8.0
42101,-73.78973,40.647167,-73.92319,40.739437,New York,6,24,2,2010,13,4,0,32.1
42102,-73.964226,40.807156,-73.96513,40.809254,New York,2,13,7,2012,22,6,57,2.9
42103,-73.97407,40.78353,-73.95829,40.760494,New York,3,12,9,2010,10,42,52,5.3
42104,-73.98339,40.755966,-73.981026,40.759483,New York,5,20,4,2011,12,55,0,5.3
42105,-73.95748,40.77712,-73.95996,40.76676,New York,1,27,10,2011,17,1,20,6.1
42106,-73.87112,40.773666,-73.988556,40.714153,New York,1,13,8,2009,17,12,0,26.1
42107,-73.89772,40.74614,-73.89343,40.741478,New York,6,10,12,2009,8,23,0,6.9
42108,-73.97742,40.776375,-73.979385,40.758156,New York,1,15,12,2010,9,11,11,9.3
42109,-73.993095,40.75224,-73.99898,40.75507,New York,1,21,3,2012,16,8,17,3.7
42110,-73.99179,40.730274,-73.91566,40.772083,New York,1,14,7,2012,19,38,39,24.1
42111,0.0,0.0,0.0,0.0,New York,2,17,9,2013,17,26,0,2.5
42112,-73.98693,40.75626,-73.9968,40.76647,New York,2,16,8,2014,12,48,0,7.5
42113,-73.99893,40.729343,-73.97838,40.745365,New York,2,18,1,2010,18,40,0,8.5
42114,-73.98501,40.74237,-73.98657,40.74566,New York,1,10,8,2014,17,38,0,5.0
42115,-73.957954,40.77929,-73.9607,40.80699,New York,1,3,5,2013,13,20,0,12.5
42116,-73.979744,40.743027,-73.98586,40.76147,New York,1,25,4,2014,23,58,0,9.0
42117,-73.98746,40.728607,-73.98962,40.72946,New York,1,19,8,2009,0,49,53,4.9
42118,-73.98124,40.741444,-73.86467,40.77026,New York,1,27,6,2013,6,20,49,32.33
42119,-74.00429,40.742355,-74.00273,40.724922,New York,2,24,9,2014,1,53,6,7.5
42120,-73.99456,40.7348,-74.00149,40.74665,New York,1,16,3,2010,20,4,15,6.1
42121,-73.98203,40.767174,-73.97855,40.724606,New York,1,7,10,2011,2,13,40,12.1
42122,-73.98897,40.73657,-73.97009,40.756687,New York,1,10,4,2013,5,39,32,8.5
42123,-73.955154,40.768658,-73.94587,40.77385,New York,2,13,9,2014,20,58,0,6.0
42124,-73.9939,40.747105,-73.7897,40.64302,New York,1,23,5,2010,13,2,0,49.57
42125,-73.997635,40.750656,-73.98564,40.763702,New York,4,31,12,2013,23,0,16,9.0
42126,-73.996574,40.72526,-73.98229,40.7196,New York,1,24,5,2009,18,5,0,5.3
42127,-73.98867,40.753197,-73.99571,40.74906,New York,3,3,6,2015,2,15,44,4.0
42128,-73.78748,40.6439,-73.975815,40.747116,New York,1,9,3,2009,17,42,0,49.15
42129,-73.960434,40.78138,-73.97678,40.78849,New York,1,4,11,2011,7,48,0,6.1
42130,-73.991196,40.750343,-73.97849,40.762447,New York,2,2,12,2013,13,28,4,10.0
42131,-73.973045,40.765095,-74.02026,40.628315,New York,1,12,6,2014,22,53,3,44.83
42132,-74.00288,40.739117,-74.00102,40.746536,New York,2,12,11,2011,15,49,0,4.5
42133,-73.9913,40.71954,-73.99007,40.72928,New York,1,14,5,2009,2,5,23,4.5
42134,-73.97815,40.75249,-74.00206,40.761314,New York,5,13,11,2012,7,10,0,8.0
42135,-73.98238,40.75609,-73.98889,40.73665,New York,2,12,8,2010,23,34,0,7.3
42136,-73.95767,40.717827,-73.94861,40.7287,New York,2,14,2,2011,21,47,0,6.1
42137,-73.96963,40.797787,-73.97811,40.78302,New York,1,21,9,2011,9,57,16,6.5
42138,-73.954666,40.785843,-73.97595,40.764267,New York,1,26,2,2010,21,11,0,9.3
42139,-73.98985,40.73485,-73.991615,40.76222,New York,1,15,6,2015,16,7,5,19.5
42140,-73.96106,40.807056,-73.978264,40.788486,New York,1,14,2,2011,12,7,0,7.3
42141,-73.78191,40.64475,-73.921135,40.740395,New York,1,5,6,2009,21,6,45,31.7
42142,0.0,0.0,0.0,0.0,New York,1,25,11,2011,14,47,0,6.1
42143,-74.00356,40.743614,-73.975334,40.72473,New York,1,9,5,2012,8,40,46,11.3
42144,-73.9809,40.753307,-73.99923,40.760975,New York,1,18,9,2012,0,57,11,6.0
42145,-73.97758,40.729244,-73.976006,40.744904,New York,1,15,12,2013,1,25,33,7.0
42146,-73.96743,40.768585,-73.98789,40.764824,New York,1,3,4,2014,15,55,25,8.0
42147,-73.99038,40.76673,-73.99323,40.739094,New York,1,1,6,2012,12,46,0,12.1
42148,-73.95809,40.72176,-73.957306,40.74547,New York,1,5,5,2013,1,2,13,16.0
42149,-73.97053,40.764606,-73.961395,40.77691,New York,2,9,5,2013,19,32,0,5.5
42150,-73.98107,40.76518,-73.98674,40.751488,New York,1,25,6,2013,11,40,46,8.0
42151,-73.97162,40.763336,-73.977516,40.779346,New York,1,26,5,2013,19,3,0,8.5
42152,-73.95901,40.76364,-73.95957,40.77355,New York,4,8,6,2015,11,46,56,5.0
42153,-73.99102,40.74949,-74.002556,40.73122,New York,0,27,1,2012,21,37,42,6.1
42154,-74.00588,40.735935,-73.975426,40.7497,New York,2,29,3,2012,11,22,0,11.3
42155,-73.98804,40.774708,-73.94856,40.778008,New York,1,10,9,2011,19,0,45,9.7
42156,-73.98878,40.736576,-74.01013,40.72006,New York,2,10,1,2013,23,16,0,10.0
42157,-73.9775,40.738342,-73.97661,40.750996,New York,1,17,1,2014,18,15,0,7.5
42158,-73.95644,40.717014,-73.96508,40.71273,New York,2,31,1,2012,21,40,0,4.5
42159,-73.96875,40.761242,-73.99058,40.74842,New York,1,25,2,2009,11,56,50,10.1
42160,-73.96648,40.75768,-73.94916,40.777485,New York,1,5,6,2009,17,50,24,7.7
42161,-73.99448,40.71945,-74.00795,40.71192,New York,1,1,10,2009,17,59,58,6.9
42162,-73.99623,40.738087,-73.991066,40.755863,New York,3,11,1,2010,20,14,53,6.1
42163,-73.9557,40.73009,-73.961945,40.7159,New York,2,2,6,2012,1,20,0,5.7
42164,-73.984535,40.779293,-73.95667,40.786686,New York,1,24,3,2014,9,35,0,11.5
42165,-73.98874,40.779106,-73.983345,40.77923,New York,5,27,10,2012,10,47,0,3.0
42166,-73.9714,40.758057,-73.97973,40.734833,New York,1,6,5,2013,20,16,9,8.5
42167,-73.970436,40.752903,-73.982124,40.751667,New York,1,12,3,2014,14,57,8,13.5
42168,-73.97467,40.755928,-73.97073,40.75829,New York,1,18,12,2009,6,19,0,4.1
42169,-73.95634,40.77141,-73.99094,40.75058,New York,1,15,3,2009,16,7,0,13.3
42170,-73.97074,40.762527,-73.96578,40.805244,New York,1,18,5,2013,13,40,11,15.5
42171,-73.99226,40.76885,-73.99376,40.756805,New York,1,4,6,2015,23,50,17,7.0
42172,-73.98795,40.722782,-73.98751,40.728844,New York,1,31,7,2009,1,40,0,4.1
42173,-73.95272,40.780632,-73.964455,40.75568,New York,1,19,8,2009,20,47,55,8.5
42174,-73.96984,40.757717,-73.86517,40.770603,New York,2,16,9,2009,18,22,35,28.27
42175,-73.96533,40.805992,-74.18152,40.687763,New York,1,14,7,2010,13,45,42,58.3
42176,-73.98286,40.767624,-73.97006,40.76001,New York,1,19,10,2011,9,10,0,11.7
42177,-73.9712,40.782265,-73.976875,40.776695,New York,1,31,10,2011,19,46,0,4.1
42178,-73.99523,40.744934,-74.00813,40.738796,New York,5,16,3,2015,20,27,14,6.0
42179,-73.99714,40.737453,-73.9904,40.717167,New York,1,7,12,2011,2,19,0,7.7
42180,-73.98555,40.762173,-73.9777,40.74906,New York,3,15,8,2014,16,42,6,9.0
42181,-73.97029,40.75305,-73.98235,40.766327,New York,1,15,9,2010,23,10,39,3.3
42182,-73.99138,40.750153,-73.97319,40.755604,New York,1,7,4,2014,9,6,9,14.0
42183,-73.96351,40.774357,-73.96815,40.762222,New York,1,18,8,2014,16,12,44,7.5
42184,-73.974594,40.75642,-73.98705,40.771187,New York,1,25,11,2014,21,14,58,8.0
42185,-73.96202,40.77644,-73.94776,40.801243,New York,1,28,7,2009,19,19,0,10.1
42186,-73.91901,40.77131,-73.99758,40.74498,New York,2,27,11,2009,23,24,46,17.7
42187,-73.95472,40.82076,-73.94371,40.799477,New York,2,22,5,2010,20,37,0,8.5
42188,-73.99644,40.685986,-73.9554,40.785275,New York,1,10,5,2012,10,38,19,26.5
42189,-73.982704,40.761784,-73.99036,40.75714,New York,1,15,10,2012,18,54,18,5.0
42190,-73.994385,40.741028,-73.9777,40.76534,New York,5,13,8,2011,9,18,0,6.9
42191,-73.993965,40.746353,-73.98187,40.739105,New York,1,19,10,2012,18,39,4,6.5
42192,-73.9932,40.727016,-73.97973,40.747784,New York,1,5,1,2013,9,31,15,6.5
42193,-73.98477,40.75436,-73.97705,40.75067,New York,1,13,5,2013,12,22,0,4.5
42194,-73.98075,40.7337,-73.984856,40.74506,New York,1,1,11,2013,23,27,0,7.5
42195,-73.97583,40.74657,-73.977745,40.73907,New York,1,16,6,2015,10,21,25,5.5
42196,-73.97217,40.75656,-73.96442,40.773342,New York,1,15,4,2010,11,31,15,8.5
42197,-73.99812,40.735943,-73.96314,40.7742,New York,1,24,4,2012,20,59,32,10.5
42198,-73.9523,40.792667,-73.97466,40.756752,New York,2,26,8,2013,13,25,38,14.0
42199,-73.977325,40.76367,-73.98462,40.736973,New York,2,11,3,2014,20,10,0,10.5
42200,-73.985916,40.722042,-73.86197,40.835003,New York,5,21,11,2010,23,22,0,29.3
42201,-73.98991,40.767113,-73.996254,40.75329,New York,1,31,12,2011,13,38,59,5.3
42202,-73.979706,40.776196,-73.97265,40.780643,New York,1,25,3,2012,18,22,0,4.5
42203,-73.9548,40.779182,-73.953545,40.772934,New York,1,3,7,2012,15,44,23,4.1
42204,-73.97214,40.755604,-74.0118,40.7036,New York,2,16,6,2014,10,34,0,19.0
42205,-73.99503,40.759907,-73.98286,40.758545,New York,1,2,3,2011,9,53,0,4.5
42206,0.0,0.0,0.0,0.0,New York,1,28,4,2011,12,44,49,24.1
42207,-73.98921,40.75048,-73.971695,40.75437,New York,1,31,8,2009,17,18,0,5.7
42208,-73.97774,40.777027,-73.95849,40.77862,New York,1,18,1,2010,17,37,0,6.1
42209,-73.98268,40.75678,-73.961716,40.768173,New York,5,4,4,2011,13,21,0,8.9
42210,-73.99763,40.75638,-73.97875,40.754147,New York,1,13,12,2011,9,8,0,8.1
42211,-73.97544,40.755657,-73.9666,40.770187,New York,1,28,5,2013,15,58,39,8.5
42212,-73.982,40.778667,-73.966545,40.801033,New York,1,16,5,2014,11,37,36,7.0
42213,-74.00806,40.70619,-73.9947,40.753014,New York,2,3,9,2010,18,59,0,14.9
42214,-73.98099,40.779617,-73.978676,40.772587,New York,1,17,1,2013,13,35,8,4.5
42215,-73.98778,40.74953,-73.99981,40.73326,New York,6,1,11,2014,16,11,0,10.5
42216,-73.989655,40.756462,-73.979904,40.76533,New York,1,6,10,2009,14,57,0,6.1
42217,-73.963715,40.768353,-73.908905,40.74378,New York,1,19,11,2009,18,51,0,12.9
42218,-73.987755,40.75519,-73.955086,40.77723,New York,5,29,5,2011,22,38,0,10.9
42219,-74.00312,40.71522,-74.00717,40.71253,New York,6,15,2,2012,11,52,0,4.9
42220,-73.96911,40.758118,-73.97747,40.766174,New York,1,15,5,2013,22,22,17,6.0
42221,-74.001076,40.741516,-73.982925,40.765522,New York,1,17,7,2013,20,3,0,10.0
42222,-73.99503,40.745075,-73.97466,40.7651,New York,1,8,4,2015,18,47,58,13.0
42223,-73.99521,40.725327,-73.95045,40.783802,New York,1,13,2,2011,21,31,30,12.9
42224,-73.98045,40.721947,-73.99956,40.744144,New York,2,2,6,2012,3,46,2,10.1
42225,-73.992615,40.74781,-74.00242,40.722683,New York,1,20,2,2014,12,46,26,10.0
42226,-73.97974,40.735706,-73.99312,40.729664,New York,2,6,6,2015,8,47,56,6.5
42227,-73.99638,40.743275,-74.00502,40.734695,New York,1,24,5,2013,0,18,0,5.0
42228,-73.958305,40.77561,-73.95793,40.765156,New York,1,14,7,2014,9,37,0,8.0
42229,-73.97991,40.67727,-73.95586,40.7195,New York,2,2,10,2011,23,57,0,13.7
42230,-73.959114,40.775078,-73.95287,40.78622,New York,1,15,7,2010,14,33,44,4.5
42231,-73.98863,40.71958,-73.9537,40.78776,New York,5,28,12,2013,2,38,0,21.5
42232,-73.9744,40.75106,-73.98564,40.766796,New York,3,1,7,2010,23,8,0,8.1
42233,-74.00259,40.706776,-73.97645,40.674835,New York,2,10,5,2013,20,32,0,16.0
42234,-73.98239,40.757698,-73.98201,40.773773,New York,4,16,10,2014,20,40,0,7.0
42235,-73.982155,40.73214,-74.00415,40.71041,New York,1,25,10,2014,6,42,58,11.5
42236,-74.00042,40.721046,-73.979004,40.7632,New York,1,2,2,2009,23,7,0,10.9
42237,-73.97679,40.74953,-73.984436,40.751953,New York,1,10,2,2010,22,13,22,4.5
42238,-73.98407,40.737713,-74.01089,40.713467,New York,1,23,6,2011,7,17,32,8.5
42239,-73.97976,40.7437,-73.95753,40.770313,New York,3,23,6,2012,21,53,24,7.7
42240,-73.9591,40.780964,-73.97678,40.775307,New York,5,6,8,2013,12,28,0,8.0
42241,-73.990135,40.751,-74.00446,40.747826,New York,1,9,8,2013,12,36,26,6.5
42242,-74.00715,40.72846,-73.98356,40.766376,New York,5,19,12,2014,9,42,0,18.0
42243,-73.95431,40.76417,-73.95531,40.80436,New York,1,9,2,2015,18,2,48,15.0
42244,-73.99476,40.71965,-73.98938,40.730335,New York,1,26,8,2012,11,15,0,5.7
42245,-73.98202,40.77537,-73.97021,40.78737,New York,1,31,1,2013,21,14,52,6.0
42246,-73.95956,40.762966,-73.972755,40.758396,New York,1,26,9,2013,14,42,16,9.0
42247,-73.95479,40.785786,-73.88382,40.757484,New York,1,5,12,2009,22,43,58,19.7
42248,-74.007385,40.74349,-74.006645,40.75141,New York,2,16,1,2015,15,4,20,6.5
42249,-73.95394,40.766743,-73.97606,40.763466,New York,1,11,4,2015,9,14,22,9.5
42250,-73.98258,40.751266,-73.961044,40.7609,New York,2,21,4,2015,20,0,25,9.5
42251,-73.95582,40.763973,-73.942085,40.790516,New York,1,8,10,2009,19,52,0,7.7
42252,-73.97721,40.75225,-73.98018,40.7557,New York,5,15,3,2015,16,18,41,4.0
42253,-74.01103,40.71354,-74.00793,40.70606,New York,1,30,9,2010,9,7,1,8.1
42254,-73.97392,40.74763,-74.18174,40.68771,New York,1,18,4,2014,5,38,0,82.5
42255,-73.949776,40.78458,-74.00706,40.705135,New York,1,22,3,2012,6,47,0,18.9
42256,0.0,0.0,0.0,0.0,New York,1,10,6,2013,10,44,9,15.0
42257,-73.957,40.780235,-73.97631,40.788376,New York,6,26,9,2012,13,27,0,6.5
42258,-73.979,40.736435,-73.95193,40.769306,New York,1,28,9,2012,12,22,13,14.0
42259,-73.99824,40.740646,-73.95603,40.776165,New York,5,26,1,2013,2,27,0,14.5
42260,-73.952,40.769077,-73.99386,40.76555,New York,3,21,1,2009,2,0,0,10.5
42261,-74.002075,40.71922,-74.00999,40.711266,New York,1,22,6,2009,17,53,23,4.9
42262,-73.977234,40.75833,-73.97766,40.753723,New York,1,3,6,2010,14,8,2,3.7
42263,-73.99251,40.753582,-73.98717,40.759434,New York,1,21,12,2010,15,36,59,4.1
42264,-73.98776,40.748383,-73.97835,40.764942,New York,1,23,4,2012,21,37,50,6.5
42265,-73.99008,40.760693,-73.94758,40.790577,New York,1,29,6,2012,4,44,0,8.1
42266,-73.969345,40.753403,-74.00077,40.729816,New York,3,17,4,2014,21,18,22,12.5
42267,-73.97393,40.779213,-73.97438,40.76001,New York,1,13,1,2012,16,41,58,7.7
42268,-73.96988,40.748577,-73.973755,40.73797,New York,1,23,3,2009,22,27,0,5.3
42269,-73.8626,40.7688,-73.9839,40.7457,New York,1,8,9,2011,11,46,46,28.9
42270,-73.981895,40.72819,-73.9874,40.72007,New York,2,19,6,2009,2,44,0,4.5
42271,-73.993416,40.757057,-73.99866,40.75442,New York,1,14,12,2010,7,22,0,3.3
42272,-74.008736,40.71245,-73.97905,40.787163,New York,1,19,2,2011,1,38,0,16.1
42273,-73.991234,40.742393,-73.95483,40.78063,New York,1,18,1,2013,8,19,52,3.5
42274,-73.92888,40.763027,-73.94125,40.75374,New York,6,6,8,2014,7,58,0,5.5
42275,-73.97385,40.747303,-74.000114,40.736965,New York,1,24,6,2009,7,22,45,8.5
42276,-73.98085,40.78179,-74.00281,40.74734,New York,1,31,8,2009,23,11,0,9.3
42277,-73.9777,40.76405,-73.98256,40.771065,New York,1,6,6,2010,12,15,0,4.5
42278,-73.98826,40.759197,-73.98165,40.77356,New York,1,8,10,2010,23,58,5,5.3
42279,-73.94461,40.779434,-73.957756,40.760433,New York,1,8,11,2010,13,56,0,7.7
42280,-73.971825,40.753937,-73.91851,40.77328,New York,1,8,6,2013,3,15,39,14.5
42281,-73.9891,40.777927,-73.9917,40.751427,New York,2,23,6,2013,0,22,0,11.0
42282,-73.98936,40.77289,-73.97378,40.794594,New York,1,19,2,2014,12,25,45,8.0
42283,-73.99285,40.758556,-73.94794,40.6354,New York,2,25,5,2015,3,32,49,38.5
42284,-73.93737,40.8126,-73.94351,40.784817,New York,1,18,9,2011,23,2,43,7.7
42285,-73.99993,40.731915,-73.88547,40.74956,New York,5,27,9,2009,3,2,0,22.5
42286,-73.95387,40.779198,-73.95623,40.77386,New York,1,8,1,2011,11,43,0,4.9
42287,-73.9534,40.767105,-73.96583,40.753468,New York,1,21,10,2011,8,27,0,6.1
42288,-74.001434,40.747467,-73.99411,40.728825,New York,1,8,9,2012,21,39,0,10.0
42289,-74.00647,40.739025,-73.977936,40.74558,New York,1,1,2,2014,3,33,0,10.0
42290,-73.99486,40.74001,-73.98239,40.74745,New York,1,23,8,2010,15,25,14,6.9
42291,-73.95798,40.769466,-73.97054,40.765633,New York,1,11,10,2011,22,49,20,6.1
42292,-73.94237,40.806313,-73.96421,40.797462,New York,1,12,11,2010,10,2,48,7.7
42293,-73.97201,40.791866,-73.981186,40.737484,New York,1,15,4,2009,21,38,51,15.7
42294,-73.95131,40.785637,-73.98674,40.755547,New York,2,23,6,2012,4,17,0,8.9
42295,-74.00337,40.73253,-73.98899,40.75844,New York,1,1,10,2012,19,18,0,9.5
42296,-73.96496,40.769787,-73.97379,40.75709,New York,2,14,3,2013,20,56,6,6.0
42297,-73.98398,40.75431,-73.99349,40.7512,New York,5,4,5,2010,0,1,0,5.7
42298,-73.99319,40.75628,-73.9835,40.74394,New York,1,26,8,2010,4,19,9,6.9
42299,-74.010956,40.716396,-73.99748,40.73637,New York,1,19,9,2013,19,59,0,9.5
42300,-73.98392,40.738087,-73.97456,40.71419,New York,1,15,2,2010,4,59,0,9.3
42301,-73.988815,40.769157,-73.96363,40.76546,New York,1,19,5,2011,8,51,0,8.5
42302,-73.983086,40.744644,-73.98522,40.751442,New York,1,9,4,2014,12,27,0,6.0
42303,-73.968605,40.757675,-73.98962,40.670795,New York,1,4,10,2013,22,53,0,29.5
42304,-73.98495,40.76918,-73.99197,40.769745,New York,2,13,12,2014,23,21,0,4.0
42305,-73.866035,40.7699,-73.83072,40.763504,New York,1,21,11,2010,19,16,15,9.7
42306,-73.98755,40.732513,-73.9765,40.759323,New York,1,7,2,2011,13,52,0,9.7
42307,-73.98153,40.744682,-73.99188,40.719585,New York,1,11,2,2012,0,50,0,9.3
42308,-73.998055,40.756336,-73.9802,40.764816,New York,1,3,4,2012,9,16,0,9.7
42309,-73.99587,40.740063,-73.96526,40.76095,New York,1,26,5,2013,18,0,0,15.5
42310,-73.97632,40.740868,-74.00584,40.72658,New York,2,16,12,2013,19,3,0,15.5
42311,-73.97481,40.76164,-73.99025,40.731663,New York,1,4,5,2014,20,19,8,10.5
42312,-73.97956,40.749653,-73.96282,40.7623,New York,1,27,8,2010,6,36,10,5.7
42313,-73.985306,40.75779,-73.97457,40.766727,New York,1,5,11,2013,10,23,7,11.5
42314,-74.00577,40.70523,-74.00008,40.726982,New York,1,28,1,2010,21,6,0,12.9
42315,-73.99402,40.73544,-73.99712,40.724945,New York,1,21,3,2011,10,36,11,4.9
42316,-73.97343,40.756893,-73.97605,40.752213,New York,1,21,7,2011,11,5,7,5.7
42317,-73.99405,40.732502,-74.00952,40.71028,New York,1,27,12,2011,2,22,26,6.9
42318,-73.973114,40.760345,-73.97259,40.686737,New York,1,26,10,2013,18,47,35,30.0
42319,-73.98486,40.780132,-73.96678,40.792595,New York,2,11,4,2014,18,9,0,8.5
42320,-73.96043,40.713406,-73.91922,40.753834,New York,2,25,7,2014,9,38,0,20.0
42321,-73.959236,40.76325,-73.94517,40.807697,New York,1,3,10,2009,7,12,0,11.7
42322,-73.77692,40.646107,-73.98946,40.75903,New York,1,8,10,2009,7,51,0,50.5
42323,-73.98088,40.78244,-73.9531,40.788715,New York,5,24,8,2012,9,19,0,8.5
42324,-73.9759,40.745693,-73.980354,40.73765,New York,1,12,10,2012,17,58,0,5.0
42325,-73.99018,40.734367,-73.97968,40.73281,New York,1,8,4,2014,13,2,23,5.5
42326,-73.98336,40.738953,-73.98415,40.76692,New York,1,24,4,2015,8,7,8,15.5
42327,-73.98568,40.735947,-73.97307,40.74963,New York,1,8,1,2009,21,25,45,5.7
42328,-73.99773,40.72925,-73.98953,40.729942,New York,1,10,2,2011,13,57,13,4.5
42329,-73.95619,40.803402,-73.95462,40.807995,New York,1,16,6,2011,17,26,43,4.1
42330,-74.00303,40.706333,-73.97187,40.764652,New York,2,10,8,2013,13,1,0,27.0
42331,-73.96199,40.779324,-73.96312,40.77065,New York,1,16,1,2014,15,43,20,6.5
42332,-73.99258,40.728558,-73.94646,40.78145,New York,3,27,9,2013,22,36,47,19.5
42333,-73.95955,40.77705,-73.99582,40.764385,New York,1,19,11,2009,9,59,24,12.9
42334,-73.96648,40.794495,-73.98109,40.774406,New York,1,2,5,2011,14,4,0,5.7
42335,-73.947,40.776005,-73.98081,40.76998,New York,2,9,2,2013,16,46,33,11.5
42336,-73.95302,40.791664,-73.95318,40.774994,New York,3,9,7,2013,14,24,0,7.5
42337,-74.00273,40.728676,-73.957504,40.729523,New York,1,21,10,2014,22,16,0,18.0
42338,-73.990974,40.755985,-73.98082,40.75987,New York,1,9,3,2015,10,29,46,-5.0
42339,-73.94247,40.811207,-73.94114,40.81952,New York,5,6,3,2009,15,16,0,6.9
42340,-73.99054,40.756287,-73.98913,40.776894,New York,1,25,4,2011,20,9,6,6.9
42341,-73.97005,40.689507,-73.996735,40.723713,New York,1,20,4,2009,13,31,9,10.9
42342,-73.99584,40.73691,-73.99381,40.74125,New York,1,16,4,2011,21,3,0,3.7
42343,-73.972565,40.757397,-73.97885,40.781673,New York,1,12,10,2013,16,48,0,11.5
42344,-73.99982,40.72677,-73.97394,40.764637,New York,1,28,5,2009,16,53,0,13.3
42345,-73.96506,40.801216,-73.95987,40.81857,New York,1,24,3,2010,19,57,0,5.7
42346,-73.962296,40.766804,-73.96108,40.77788,New York,2,10,4,2010,17,21,0,4.9
42347,-73.98766,40.719852,-74.006226,40.739754,New York,3,30,5,2010,12,38,11,8.5
42348,0.0,0.0,-73.980095,40.753483,New York,1,7,5,2011,13,42,17,10.5
42349,-73.95745,40.76573,-73.9759,40.760654,New York,1,19,5,2015,17,35,17,14.0
42350,-73.98816,40.754356,-73.99216,40.741886,New York,1,24,10,2012,9,52,0,5.5
42351,-73.95389,40.767025,-73.95437,40.773235,New York,1,26,6,2015,17,2,47,4.0
42352,-73.98854,40.76407,-73.97838,40.762726,New York,5,1,11,2012,9,11,0,6.5
42353,-73.983894,40.774693,-73.97026,40.79415,New York,1,9,12,2010,8,29,1,6.5
42354,-73.97439,40.755386,-74.00647,40.721622,New York,1,4,1,2009,9,37,0,9.7
42355,-73.96554,40.80605,-73.939156,40.805077,New York,1,15,4,2013,18,37,0,11.0
42356,-73.97233,40.758224,-74.014244,40.70373,New York,1,31,1,2014,14,58,11,19.5
42357,-74.004555,40.7406,-73.98973,40.757477,New York,1,18,4,2012,2,42,30,5.3
42358,-73.97002,40.757065,-73.97731,40.757378,New York,1,14,1,2009,14,19,0,6.1
42359,-73.963936,40.77683,-73.9578,40.77933,New York,2,14,3,2013,18,55,0,4.5
42360,-73.979805,40.783764,-73.959885,40.7637,New York,1,22,7,2014,20,52,6,11.5
42361,-73.98055,40.76552,-73.97147,40.755966,New York,1,11,1,2014,11,12,0,5.5
42362,-73.926125,40.762455,-73.926125,40.762455,New York,1,24,10,2011,17,50,0,6.5
42363,-73.97066,40.783592,-73.978745,40.785496,New York,6,5,3,2012,18,24,0,4.1
42364,0.0,0.0,0.0,0.0,New York,1,6,7,2012,17,56,28,24.5
42365,-73.99108,40.72768,-73.98432,40.76864,New York,4,5,9,2009,1,45,14,12.5
42366,-73.990295,40.735016,-74.00536,40.748306,New York,1,3,9,2010,10,6,0,6.5
42367,-73.96527,40.76194,-73.975494,40.744415,New York,1,26,8,2011,15,55,0,6.5
42368,-73.982124,40.76811,-73.97773,40.77786,New York,1,3,5,2014,11,3,0,6.0
42369,-73.9524,40.78388,-73.9547,40.76801,New York,1,1,11,2010,14,43,0,6.5
42370,-73.97314,40.76397,-73.97333,40.7635,New York,1,2,5,2011,18,29,21,2.9
42371,-73.99275,40.74816,-74.00432,40.717026,New York,5,4,4,2012,19,35,0,10.5
42372,0.0,0.0,0.0,0.0,New York,1,7,6,2011,15,29,24,6.9
42373,-73.98383,40.72568,-74.00129,40.736526,New York,1,26,9,2013,23,35,0,9.0
42374,-74.00277,40.749733,-73.9808,40.763294,New York,1,23,9,2009,11,38,45,9.7
42375,-73.966965,40.7699,-73.95967,40.7671,New York,2,13,12,2010,20,37,0,4.5
42376,-73.99571,40.744095,-73.982544,40.739803,New York,1,26,10,2012,18,19,7,5.5
42377,-73.95592,40.77206,-73.96733,40.760654,New York,3,28,6,2013,14,25,30,7.0
42378,-73.97955,40.760605,-73.97012,40.756718,New York,1,31,3,2014,10,58,47,5.5
42379,-74.00877,40.719666,-73.99544,40.759922,New York,1,27,3,2011,3,31,0,9.7
42380,-73.94917,40.781815,-73.97477,40.753857,New York,1,4,8,2011,7,36,36,9.3
42381,-73.99858,40.73488,-73.99233,40.7491,New York,2,14,3,2014,12,26,2,10.0
42382,-73.98369,40.74953,-73.9922,40.74897,New York,1,6,5,2014,17,35,0,7.0
42383,-73.99379,40.72084,-73.9981,40.72619,New York,1,2,2,2009,15,16,54,4.1
42384,-73.96231,40.770447,-73.96999,40.76826,New York,1,12,2,2011,10,10,0,4.5
42385,-73.9869,40.761013,-73.97727,40.7862,New York,1,15,12,2014,21,26,0,9.0
42386,-73.98628,40.74034,-73.98162,40.75924,New York,2,7,12,2010,9,27,34,9.3
42387,-73.99176,40.726357,-73.95186,40.707146,New York,1,8,4,2011,22,45,2,10.1
